Format Version,1.21,Take Name,PiernaI,Capture Frame Rate,120,Export Frame Rate,30,Capture Start Time,2017-11-09 10.31.32.923 AM,Total Frames in Take,751,Total Exported Frames,189,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Head,Head,Head,RArm,RArm,RArm,RLeg,RLeg,RLeg,LLeg,LLeg,LLeg,Torso,Torso,Torso,LArm,LArm,LArm
,,8392B20CF49E357066,8392B20CF49E357066,8392B20CF49E357066,8392B20CF49E357067,8392B20CF49E357067,8392B20CF49E357067,8392B20CF49E357068,8392B20CF49E357068,8392B20CF49E357068,8392B20CF49E357069,8392B20CF49E357069,8392B20CF49E357069,8392B20CF49E35706E,8392B20CF49E35706E,8392B20CF49E35706E,8392B20CF49E35706F,8392B20CF49E35706F,8392B20CF49E35706F
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-0.145509,1.695139,-0.000632,-0.068147,0.821225,-0.281987,-0.097411,0.093391,-0.232609,-0.094045,0.087661,0.206137,-0.154166,1.113623,-0.015028,-0.106702,0.830824,0.247893
1,0.033333,-0.145466,1.695177,-0.000242,-0.06824,0.821208,-0.282065,-0.097406,0.093386,-0.23262,-0.094034,0.087659,0.206135,-0.154177,1.113619,-0.015033,-0.106699,0.830792,0.247723
2,0.066667,-0.145365,1.695261,0.000109,-0.068334,0.821189,-0.282091,-0.097407,0.093389,-0.232619,-0.094033,0.087667,0.206134,-0.154186,1.113636,-0.015042,-0.106751,0.830798,0.247554
3,0.1,-0.14563,1.695626,0.000425,-0.068433,0.821137,-0.282066,-0.09741,0.093394,-0.232619,-0.094027,0.087672,0.206127,-0.154187,1.113651,-0.015041,-0.106851,0.830843,0.247408
4,0.133333,-0.145561,1.695647,0.000508,-0.068485,0.821118,-0.281991,-0.097406,0.093386,-0.232626,-0.094024,0.087675,0.206128,-0.154181,1.113652,-0.015054,-0.107108,0.830918,0.24723
